employee_id,business_unit_id,name,role_level,hire_date,termination_date,manager_id,location
EMP-0950,BU-03,Harper Hernandez,L2,2022-09-03,2025-02-06,MGR-BU-03-02,New York
EMP-0951,BU-03,Emerson Hernandez,L3,2019-06-29,2024-07-01,MGR-BU-03-09,Amsterdam
EMP-0952,BU-03,Finley Hernandez,L4,2019-08-08,2024-07-30,MGR-BU-03-17,Frankfurt
EMP-0953,BU-03,Rowan Hernandez,L2,2022-11-16,2023-04-30,MGR-BU-03-20,Tokyo
EMP-0954,BU-03,Sasha Hernandez,L4,2019-04-01,2025-01-11,MGR-BU-03-12,Singapore
EMP-0955,BU-03,Dakota Hernandez,L4,2022-10-31,2025-01-22,MGR-BU-03-03,London
EMP-0956,BU-03,Jamie Hernandez,L2,2020-12-24,2024-10-03,MGR-BU-03-05,Chicago
EMP-0957,BU-03,Kendall Hernandez,L5,2020-07-15,2024-06-05,MGR-BU-03-01,Amsterdam
EMP-0958,BU-03,Lee Hernandez,L2,2021-06-12,2025-02-26,MGR-BU-03-12,Tokyo
EMP-0959,BU-03,Micah Hernandez,L2,2021-01-03,2024-10-11,MGR-BU-03-04,Toronto
EMP-0960,BU-03,Noel Hernandez,L1,2022-08-18,2024-12-09,MGR-BU-03-07,Dublin
EMP-0961,BU-03,Parker Lopez,L1,2022-01-24,2023-05-17,MGR-BU-03-20,Singapore
EMP-0962,BU-03,Robin Lopez,L3,2019-01-20,2025-01-12,MGR-BU-03-01,Toronto
EMP-0963,BU-03,Sam Lopez,L5,2023-05-31,2024-09-08,MGR-BU-03-02,Dublin
EMP-0964,BU-03,Tatum Lopez,L2,2021-02-25,2024-03-06,MGR-BU-03-15,Toronto
EMP-0965,BU-03,Uma Lopez,L4,2019-10-19,2024-10-29,MGR-BU-03-12,Tokyo
EMP-0966,BU-03,Val Lopez,L2,2021-02-12,,MGR-BU-03-13,Tokyo
EMP-0967,BU-03,Wren Lopez,L2,2021-04-30,2024-09-29,MGR-BU-03-17,New York
EMP-0968,BU-03,Xander Lopez,L2,2021-04-28,2024-06-24,MGR-BU-03-15,Singapore
EMP-0969,BU-03,Yael Lopez,L1,2019-11-17,,MGR-BU-03-13,Chicago
EMP-0970,BU-03,Zara Lopez,L3,2022-06-02,2023-02-18,MGR-BU-03-03,Amsterdam
EMP-0971,BU-03,Ash Lopez,L2,2020-05-01,,MGR-BU-03-10,Toronto
EMP-0972,BU-03,Bay Lopez,L5,2022-02-19,2024-05-19,MGR-BU-03-15,Singapore
EMP-0973,BU-03,Cedar Lopez,L3,2021-09-25,2025-01-09,MGR-BU-03-05,Sydney
EMP-0974,BU-03,Devon Lopez,L1,2019-07-27,2024-07-17,MGR-BU-03-01,Toronto
EMP-0975,BU-03,Alex Lopez,L4,2019-12-20,2024-05-08,MGR-BU-03-04,Dublin
EMP-0976,BU-03,Jordan Lopez,L5,2023-05-27,2024-07-16,MGR-BU-03-16,London
EMP-0977,BU-03,Morgan Lopez,L4,2023-03-11,2024-10-27,MGR-BU-03-10,Toronto
EMP-0978,BU-03,Taylor Lopez,L2,2023-04-18,,MGR-BU-03-14,Frankfurt
EMP-0979,BU-03,Casey Lopez,L4,2021-07-29,,MGR-BU-03-17,Dublin
EMP-0980,BU-03,Riley Lopez,L3,2021-03-25,2023-02-24,MGR-BU-03-14,Singapore
EMP-0981,BU-03,Avery Lopez,L2,2020-06-18,2025-01-27,MGR-BU-03-18,Singapore
EMP-0982,BU-03,Quinn Lopez,L3,2020-04-09,2025-03-25,MGR-BU-03-18,New York
EMP-0983,BU-03,Skylar Lopez,L4,2020-05-25,2024-04-26,MGR-BU-03-05,Toronto
EMP-0984,BU-03,Peyton Lopez,L3,2022-09-30,2023-11-13,MGR-BU-03-10,Chicago
EMP-0985,BU-03,Drew Lopez,L4,2023-03-17,2025-02-14,MGR-BU-03-17,Amsterdam
EMP-0986,BU-03,Reese Lopez,L1,2021-10-26,,MGR-BU-03-07,Toronto
EMP-0987,BU-03,Blake Lopez,L3,2022-11-23,2024-12-20,MGR-BU-03-12,Tokyo
EMP-0988,BU-03,Cameron Lopez,L3,2021-02-21,2025-01-03,MGR-BU-03-10,Toronto
EMP-0989,BU-03,Logan Lopez,L2,2019-10-24,2024-06-11,MGR-BU-03-10,Frankfurt
EMP-0990,BU-03,Harper Lopez,L3,2019-11-15,,MGR-BU-03-04,Toronto
EMP-0991,BU-03,Emerson Lopez,L4,2023-03-14,2024-07-17,MGR-BU-03-11,New York
EMP-0992,BU-03,Finley Lopez,L1,2021-12-02,2024-04-07,MGR-BU-03-12,Frankfurt
EMP-0993,BU-03,Rowan Lopez,L1,2020-05-19,2024-07-11,MGR-BU-03-01,Frankfurt
EMP-0994,BU-03,Sasha Lopez,L5,2019-01-26,,MGR-BU-03-01,Amsterdam
EMP-0995,BU-03,Dakota Lopez,L4,2020-11-06,2024-04-28,MGR-BU-03-03,Dublin
EMP-0996,BU-03,Jamie Lopez,L1,2021-04-16,2024-09-22,MGR-BU-03-07,Amsterdam
EMP-0997,BU-03,Kendall Lopez,L2,2019-01-29,2025-03-16,MGR-BU-03-10,Frankfurt
EMP-0998,BU-03,Lee Lopez,L2,2022-01-15,2024-08-23,MGR-BU-03-01,Amsterdam
EMP-0999,BU-03,Micah Lopez,L5,2021-12-16,2024-11-29,MGR-BU-03-19,Amsterdam
EMP-1000,BU-03,Noel Lopez,L4,2023-08-17,2024-10-30,MGR-BU-03-17,Amsterdam
EMP-0001,BU-04,Devon King,L1,2021-10-19,2024-04-19,MGR-BU-04-06,Frankfurt
EMP-0002,BU-04,Alex King,L3,2019-09-08,2025-01-12,MGR-BU-04-06,Frankfurt
EMP-0003,BU-04,Jordan King,L5,2022-02-18,2024-10-15,MGR-BU-04-17,Amsterdam
EMP-0004,BU-04,Morgan King,L3,2022-03-14,2024-08-12,MGR-BU-04-02,Chicago
EMP-0005,BU-04,Taylor King,L2,2023-08-28,,MGR-BU-04-12,New York
EMP-0006,BU-04,Casey King,L1,2022-02-04,2023-11-30,MGR-BU-04-03,Frankfurt
EMP-0007,BU-04,Riley King,L3,2021-09-28,2024-12-04,MGR-BU-04-13,Singapore
EMP-0008,BU-04,Avery King,L3,2019-08-10,2024-12-05,MGR-BU-04-18,Frankfurt
EMP-0009,BU-04,Quinn King,L4,2022-01-20,2025-01-04,MGR-BU-04-07,Amsterdam
EMP-0010,BU-04,Skylar King,L2,2021-11-10,2024-07-24,MGR-BU-04-17,New York
EMP-0011,BU-04,Peyton King,L1,2023-05-15,2024-04-05,MGR-BU-04-08,New York
EMP-0012,BU-04,Drew King,L4,2023-01-11,2025-01-01,MGR-BU-04-14,Amsterdam
EMP-0013,BU-04,Reese King,L3,2019-09-27,2025-01-08,MGR-BU-04-10,Toronto
EMP-0014,BU-04,Blake King,L3,2023-03-02,2024-08-17,MGR-BU-04-15,Singapore
EMP-0015,BU-04,Cameron King,L5,2020-02-04,,MGR-BU-04-11,Tokyo
EMP-0016,BU-04,Logan King,L3,2021-07-01,2024-03-08,MGR-BU-04-05,Dublin
EMP-0017,BU-04,Harper King,L1,2022-06-07,2023-11-16,MGR-BU-04-01,Tokyo
EMP-0018,BU-04,Emerson King,L2,2021-11-08,2024-06-01,MGR-BU-04-14,Tokyo
EMP-0019,BU-04,Finley King,L3,2021-07-08,2024-04-06,MGR-BU-04-20,Frankfurt
EMP-0020,BU-04,Rowan King,L3,2020-02-09,2024-08-22,MGR-BU-04-11,Tokyo
EMP-0021,BU-04,Sasha King,L4,2019-12-22,2024-09-19,MGR-BU-04-13,Singapore
EMP-0022,BU-04,Dakota King,L1,2022-04-28,2024-07-19,MGR-BU-04-10,Dublin
EMP-0023,BU-04,Jamie King,L2,2020-11-25,2025-02-07,MGR-BU-04-07,Chicago
EMP-0024,BU-04,Kendall King,L1,2019-05-15,2025-03-30,MGR-BU-04-12,Tokyo
EMP-0025,BU-04,Lee King,L5,2020-07-08,2024-07-06,MGR-BU-04-08,Sydney
EMP-0026,BU-04,Micah King,L3,2021-10-12,2024-09-04,MGR-BU-04-05,New York
EMP-0027,BU-04,Noel King,L4,2020-09-10,2024-08-26,MGR-BU-04-02,Toronto
EMP-0028,BU-04,Parker King,L4,2021-04-18,2024-04-06,MGR-BU-04-18,Dublin
EMP-0029,BU-04,Robin King,L4,2022-08-30,2024-04-28,MGR-BU-04-15,Sydney
EMP-0030,BU-04,Sam King,L1,2022-03-24,2023-05-23,MGR-BU-04-12,Singapore
EMP-0031,BU-04,Tatum King,L1,2019-12-22,2024-04-22,MGR-BU-04-15,Singapore
EMP-0032,BU-04,Uma King,L1,2021-04-15,2024-06-28,MGR-BU-04-10,Toronto
EMP-0033,BU-04,Val King,L4,2020-09-18,2025-01-13,MGR-BU-04-17,Toronto
EMP-0034,BU-04,Wren King,L4,2022-03-02,2024-04-19,MGR-BU-04-09,Toronto
EMP-0035,BU-04,Xander King,L3,2020-01-06,2024-08-11,MGR-BU-04-14,Toronto
EMP-0036,BU-04,Yael King,L3,2021-11-09,2024-08-05,MGR-BU-04-06,Chicago
EMP-0037,BU-04,Zara King,L3,2023-08-04,2024-05-19,MGR-BU-04-18,Tokyo
EMP-0038,BU-04,Ash King,L2,2019-04-21,2024-05-11,MGR-BU-04-15,Amsterdam
EMP-0039,BU-04,Bay King,L5,2022-10-14,,MGR-BU-04-06,Amsterdam
EMP-0040,BU-04,Cedar King,L4,2021-10-14,2023-01-26,MGR-BU-04-17,Sydney
EMP-0041,BU-04,Devon Scott,L1,2021-08-29,2024-01-22,MGR-BU-04-09,London
EMP-0042,BU-04,Alex Scott,L2,2021-09-14,2024-12-09,MGR-BU-04-15,Amsterdam
EMP-0043,BU-04,Jordan Scott,L3,2021-08-27,2024-05-29,MGR-BU-04-05,Dublin
EMP-0044,BU-04,Morgan Scott,L2,2019-01-14,2024-06-12,MGR-BU-04-04,Tokyo
EMP-0045,BU-04,Taylor Scott,L1,2019-12-05,2024-10-08,MGR-BU-04-14,Chicago
EMP-0046,BU-04,Casey Scott,L3,2019-06-12,,MGR-BU-04-05,Sydney
EMP-0047,BU-04,Riley Scott,L4,2022-07-04,2024-10-20,MGR-BU-04-10,Tokyo
EMP-0048,BU-04,Avery Scott,L2,2022-03-04,,MGR-BU-04-19,Dublin
EMP-0049,BU-04,Quinn Scott,L4,2019-02-20,2024-05-30,MGR-BU-04-12,Singapore
EMP-0050,BU-04,Skylar Scott,L2,2023-03-22,2025-03-25,MGR-BU-04-16,Frankfurt
EMP-0051,BU-04,Peyton Scott,L5,2022-08-19,,MGR-BU-04-05,Amsterdam
EMP-0052,BU-04,Drew Scott,L2,2020-10-06,2024-12-01,MGR-BU-04-09,Tokyo
EMP-0053,BU-04,Reese Scott,L3,2022-02-18,2024-08-17,MGR-BU-04-10,Amsterdam
EMP-0054,BU-04,Blake Scott,L1,2023-05-12,2023-11-21,MGR-BU-04-17,Tokyo
EMP-0055,BU-04,Cameron Scott,L1,2019-02-07,2024-07-05,MGR-BU-04-20,Amsterdam
EMP-0056,BU-04,Logan Scott,L2,2022-03-03,2024-05-07,MGR-BU-04-13,Amsterdam
EMP-0057,BU-04,Harper Scott,L1,2022-01-05,2024-05-04,MGR-BU-04-01,Singapore
EMP-0058,BU-04,Emerson Scott,L2,2021-04-10,,MGR-BU-04-17,Amsterdam
EMP-0059,BU-04,Finley Scott,L1,2023-05-16,,MGR-BU-04-18,Tokyo
EMP-0060,BU-04,Rowan Scott,L2,2022-03-17,2024-08-01,MGR-BU-04-03,Sydney
EMP-0061,BU-04,Sasha Scott,L2,2019-07-03,2024-06-27,MGR-BU-04-16,Toronto
EMP-0062,BU-04,Dakota Scott,L3,2021-05-27,,MGR-BU-04-01,Dublin
EMP-0063,BU-04,Jamie Scott,L2,2022-11-03,,MGR-BU-04-07,Tokyo
EMP-0064,BU-04,Kendall Scott,L3,2023-01-06,2025-03-23,MGR-BU-04-07,Sydney
EMP-0065,BU-04,Lee Scott,L2,2023-08-11,2024-12-03,MGR-BU-04-11,Amsterdam
EMP-0066,BU-04,Micah Scott,L3,2023-08-10,2024-05-22,MGR-BU-04-10,London
EMP-0067,BU-04,Noel Scott,L5,2021-12-10,2025-01-07,MGR-BU-04-15,Singapore
EMP-0068,BU-04,Parker Scott,L1,2021-12-18,2025-03-20,MGR-BU-04-15,New York
EMP-0069,BU-04,Robin Scott,L3,2022-11-03,2024-08-26,MGR-BU-04-13,Singapore
EMP-0070,BU-04,Sam Scott,L2,2022-01-05,2024-06-06,MGR-BU-04-12,Chicago
EMP-0071,BU-04,Tatum Scott,L4,2022-02-22,,MGR-BU-04-12,Frankfurt
EMP-0072,BU-04,Uma Scott,L3,2022-01-28,2023-03-31,MGR-BU-04-05,Sydney
EMP-0073,BU-04,Val Scott,L3,2022-09-29,2025-01-07,MGR-BU-04-18,Chicago
EMP-0074,BU-04,Wren Scott,L1,2020-08-23,2024-10-02,MGR-BU-04-08,Tokyo
EMP-0075,BU-04,Xander Scott,L2,2019-07-15,,MGR-BU-04-16,New York
EMP-0076,BU-04,Yael Scott,L3,2019-08-25,2024-07-19,MGR-BU-04-08,Amsterdam
EMP-0077,BU-04,Zara Scott,L4,2019-11-30,2024-11-25,MGR-BU-04-15,Chicago
EMP-0078,BU-04,Ash Scott,L2,2021-01-30,2024-09-14,MGR-BU-04-14,London
EMP-0079,BU-04,Bay Scott,L4,2023-03-03,2024-11-19,MGR-BU-04-10,Frankfurt
EMP-0080,BU-04,Cedar Scott,L2,2023-09-24,,MGR-BU-04-08,Singapore
EMP-0081,BU-04,Devon Green,L3,2021-11-28,2023-10-24,MGR-BU-04-17,Chicago
EMP-0082,BU-04,Alex Green,L2,2021-11-01,2025-03-08,MGR-BU-04-01,Dublin
EMP-0083,BU-04,Jordan Green,L4,2021-03-16,2023-02-19,MGR-BU-04-07,Dublin
EMP-0084,BU-04,Morgan Green,L2,2022-10-23,2025-03-17,MGR-BU-04-07,Sydney
EMP-0085,BU-04,Taylor Green,L2,2020-08-21,2024-08-29,MGR-BU-04-01,Amsterdam
EMP-0086,BU-04,Casey Green,L2,2022-10-22,2024-06-06,MGR-BU-04-04,Chicago
EMP-0087,BU-04,Riley Green,L3,2019-09-27,2024-10-08,MGR-BU-04-18,Sydney
EMP-0088,BU-04,Avery Green,L4,2019-11-11,2024-08-27,MGR-BU-04-20,Chicago
EMP-0089,BU-04,Quinn Green,L2,2020-01-17,2024-11-17,MGR-BU-04-20,Sydney
EMP-0090,BU-04,Skylar Green,L2,2023-03-12,2024-04-16,MGR-BU-04-03,Sydney
EMP-0091,BU-04,Peyton Green,L2,2020-11-27,,MGR-BU-04-02,Amsterdam
EMP-0092,BU-04,Drew Green,L3,2020-08-29,,MGR-BU-04-19,New York
EMP-0093,BU-04,Reese Green,L2,2019-01-26,,MGR-BU-04-02,Amsterdam
EMP-0094,BU-04,Blake Green,L2,2019-09-17,2025-02-01,MGR-BU-04-18,Frankfurt
EMP-0095,BU-04,Cameron Green,L3,2020-05-04,,MGR-BU-04-11,Tokyo
EMP-0096,BU-04,Logan Green,L3,2023-04-22,2024-04-19,MGR-BU-04-12,Sydney
EMP-0097,BU-04,Harper Green,L1,2022-04-18,2024-06-28,MGR-BU-04-16,New York
EMP-0098,BU-04,Emerson Green,L3,2021-08-07,2024-11-29,MGR-BU-04-10,Amsterdam
EMP-0099,BU-04,Finley Green,L4,2023-04-20,2023-11-11,MGR-BU-04-17,Chicago
EMP-0100,BU-04,Rowan Green,L1,2022-05-29,,MGR-BU-04-20,Singapore
EMP-0101,BU-04,Sasha Green,L4,2021-05-06,2023-03-01,MGR-BU-04-19,London
EMP-0102,BU-04,Dakota Green,L3,2019-07-27,2025-01-20,MGR-BU-04-08,New York
EMP-0103,BU-04,Jamie Green,L5,2022-03-07,2024-10-28,MGR-BU-04-09,Frankfurt
EMP-0104,BU-04,Kendall Green,L2,2022-05-18,,MGR-BU-04-04,Tokyo
EMP-0105,BU-04,Lee Green,L1,2022-05-20,2025-03-27,MGR-BU-04-12,Chicago
EMP-0106,BU-04,Micah Green,L4,2020-02-24,2024-11-13,MGR-BU-04-01,London
EMP-0107,BU-04,Noel Green,L3,2021-12-08,2023-04-09,MGR-BU-04-09,Toronto
EMP-0108,BU-04,Parker Green,L5,2020-02-19,,MGR-BU-04-14,Chicago
EMP-0109,BU-04,Robin Green,L2,2022-02-09,,MGR-BU-04-05,Sydney
EMP-0110,BU-04,Sam Green,L2,2021-09-18,2024-02-28,MGR-BU-04-10,New York
EMP-0111,BU-04,Tatum Green,L5,2022-08-05,2023-02-05,MGR-BU-04-11,New York
EMP-0112,BU-04,Uma Green,L4,2020-12-14,2024-09-08,MGR-BU-04-14,New York
EMP-0113,BU-04,Val Green,L2,2022-09-12,2024-11-12,MGR-BU-04-05,Sydney
EMP-0114,BU-04,Wren Green,L3,2022-02-18,2024-09-09,MGR-BU-04-10,Singapore
EMP-0115,BU-04,Xander Green,L1,2021-01-20,,MGR-BU-04-01,Toronto
EMP-0116,BU-04,Yael Green,L2,2022-02-11,,MGR-BU-04-01,Tokyo
EMP-0117,BU-04,Zara Green,L3,2022-11-28,2023-03-26,MGR-BU-04-20,Sydney
EMP-0118,BU-04,Ash Green,L3,2020-06-07,2024-01-16,MGR-BU-04-08,New York
EMP-0119,BU-04,Bay Green,L2,2022-08-09,2023-12-16,MGR-BU-04-02,Amsterdam
EMP-0120,BU-04,Cedar Green,L3,2023-01-14,,MGR-BU-04-04,Tokyo
EMP-0121,BU-04,Devon Baker,L1,2019-03-12,2024-11-14,MGR-BU-04-14,New York
EMP-0122,BU-04,Alex Baker,L2,2019-02-15,2024-11-30,MGR-BU-04-15,London
EMP-0123,BU-04,Jordan Baker,L1,2022-02-20,,MGR-BU-04-10,Singapore
EMP-0124,BU-04,Morgan Baker,L2,2020-02-16,2024-09-26,MGR-BU-04-17,Amsterdam
EMP-0125,BU-04,Taylor Baker,L3,2020-03-28,2025-03-02,MGR-BU-04-07,Toronto
EMP-0126,BU-04,Casey Baker,L3,2020-11-08,2024-02-27,MGR-BU-04-15,London
EMP-0127,BU-04,Riley Baker,L5,2021-06-27,2023-03-18,MGR-BU-04-18,Frankfurt
EMP-0128,BU-04,Avery Baker,L5,2019-07-22,,MGR-BU-04-19,New York
EMP-0129,BU-04,Quinn Baker,L3,2019-04-20,2024-09-24,MGR-BU-04-15,Singapore
EMP-0130,BU-04,Skylar Baker,L2,2019-06-05,2024-06-26,MGR-BU-04-01,New York
EMP-0131,BU-04,Peyton Baker,L4,2023-07-12,2025-01-12,MGR-BU-04-07,Chicago
EMP-0132,BU-04,Drew Baker,L2,2023-05-31,2024-11-25,MGR-BU-04-14,Dublin
EMP-0133,BU-04,Reese Baker,L2,2022-02-07,2023-07-09,MGR-BU-04-04,Toronto
EMP-0134,BU-04,Blake Baker,L2,2023-07-18,2024-05-03,MGR-BU-04-03,Dublin
EMP-0135,BU-04,Cameron Baker,L2,2023-05-03,2024-10-29,MGR-BU-04-09,Toronto
EMP-0136,BU-04,Logan Baker,L5,2019-07-23,2025-02-08,MGR-BU-04-11,New York
EMP-0137,BU-04,Harper Baker,L5,2020-01-31,2024-11-18,MGR-BU-04-01,Singapore
EMP-0138,BU-04,Emerson Baker,L3,2021-04-05,2023-02-21,MGR-BU-04-13,Frankfurt
EMP-0139,BU-04,Finley Baker,L4,2021-04-10,2024-09-12,MGR-BU-04-10,Chicago
EMP-0140,BU-04,Rowan Baker,L1,2022-09-25,2024-10-04,MGR-BU-04-04,Dublin
EMP-0141,BU-04,Sasha Baker,L2,2022-03-16,2024-05-16,MGR-BU-04-06,Amsterdam
EMP-0142,BU-04,Dakota Baker,L2,2022-11-10,2025-02-19,MGR-BU-04-05,Amsterdam
EMP-0143,BU-04,Jamie Baker,L3,2022-10-22,2023-10-04,MGR-BU-04-11,Amsterdam
EMP-0144,BU-04,Kendall Baker,L5,2021-03-24,,MGR-BU-04-20,Tokyo
EMP-0145,BU-04,Lee Baker,L4,2019-10-12,2024-04-06,MGR-BU-04-15,Chicago
EMP-0146,BU-04,Micah Baker,L2,2021-01-01,2024-12-21,MGR-BU-04-15,Amsterdam
EMP-0147,BU-04,Noel Baker,L2,2022-12-09,2025-01-29,MGR-BU-04-19,New York
EMP-0148,BU-04,Parker Baker,L3,2020-11-11,2024-06-21,MGR-BU-04-09,New York
EMP-0149,BU-04,Robin Baker,L2,2021-04-30,2024-11-11,MGR-BU-04-18,Amsterdam
EMP-0150,BU-04,Sam Baker,L1,2023-07-28,2024-06-05,MGR-BU-04-15,Toronto
EMP-0151,BU-04,Tatum Baker,L4,2020-12-11,2024-09-16,MGR-BU-04-09,Sydney
EMP-0152,BU-04,Uma Baker,L2,2019-03-31,2024-10-27,MGR-BU-04-18,Chicago
EMP-0153,BU-04,Val Baker,L1,2019-02-10,2025-01-01,MGR-BU-04-05,Amsterdam
EMP-0154,BU-04,Wren Baker,L2,2023-03-03,,MGR-BU-04-01,London
EMP-0155,BU-04,Xander Baker,L4,2022-12-27,2023-10-29,MGR-BU-04-12,Tokyo
EMP-0156,BU-04,Yael Baker,L2,2020-06-26,2024-04-13,MGR-BU-04-04,Amsterdam
EMP-0157,BU-04,Zara Baker,L2,2022-07-17,,MGR-BU-04-17,Tokyo
EMP-0158,BU-04,Ash Baker,L2,2023-04-11,2024-10-03,MGR-BU-04-07,Frankfurt
EMP-0159,BU-04,Bay Baker,L2,2022-06-04,2024-07-19,MGR-BU-04-10,Amsterdam
EMP-0160,BU-04,Cedar Baker,L4,2022-09-15,,MGR-BU-04-13,New York
EMP-0161,BU-04,Devon Adams,L3,2021-10-31,,MGR-BU-04-07,Dublin
EMP-0162,BU-04,Alex Adams,L5,2019-09-17,2024-06-03,MGR-BU-04-04,Singapore
EMP-0163,BU-04,Jordan Adams,L4,2019-01-28,2024-08-06,MGR-BU-04-12,Amsterdam
EMP-0164,BU-04,Morgan Adams,L5,2020-10-11,,MGR-BU-04-14,Sydney
EMP-0165,BU-04,Taylor Adams,L3,2022-02-26,2023-07-19,MGR-BU-04-15,Tokyo
EMP-0166,BU-04,Casey Adams,L1,2019-03-27,2024-12-23,MGR-BU-04-16,Tokyo
EMP-0167,BU-04,Riley Adams,L2,2022-02-05,,MGR-BU-04-10,Amsterdam
EMP-0168,BU-04,Avery Adams,L4,2020-05-09,2024-10-14,MGR-BU-04-09,Amsterdam
EMP-0169,BU-04,Quinn Adams,L1,2020-12-03,2024-07-13,MGR-BU-04-10,Toronto
EMP-0170,BU-04,Skylar Adams,L3,2019-10-14,,MGR-BU-04-18,London
EMP-0171,BU-04,Peyton Adams,L5,2019-07-03,,MGR-BU-04-10,Chicago
EMP-0172,BU-04,Drew Adams,L3,2020-04-27,2025-01-01,MGR-BU-04-13,Frankfurt
EMP-0173,BU-04,Reese Adams,L2,2022-08-13,2024-08-14,MGR-BU-04-07,London
EMP-0174,BU-04,Blake Adams,L1,2021-12-20,,MGR-BU-04-13,Dublin
EMP-0175,BU-04,Cameron Adams,L2,2020-12-25,2024-09-05,MGR-BU-04-11,Amsterdam
EMP-0176,BU-04,Logan Adams,L1,2019-06-18,2025-02-06,MGR-BU-04-09,Frankfurt
EMP-0177,BU-04,Harper Adams,L3,2022-07-09,2025-03-28,MGR-BU-04-17,Sydney
EMP-0178,BU-04,Emerson Adams,L4,2023-04-16,2025-01-01,MGR-BU-04-03,Frankfurt
EMP-0179,BU-04,Finley Adams,L1,2023-07-18,2024-06-15,MGR-BU-04-10,New York
EMP-0180,BU-04,Rowan Adams,L2,2021-08-19,2023-03-30,MGR-BU-04-05,Frankfurt
EMP-0181,BU-04,Sasha Adams,L2,2019-04-06,2024-05-10,MGR-BU-04-15,Dublin
EMP-0182,BU-04,Dakota Adams,L2,2021-04-17,,MGR-BU-04-17,Amsterdam
EMP-0183,BU-04,Jamie Adams,L5,2022-09-06,2024-12-19,MGR-BU-04-01,Chicago
EMP-0184,BU-04,Kendall Adams,L2,2023-05-17,,MGR-BU-04-03,London
EMP-0185,BU-04,Lee Adams,L2,2019-02-04,2024-04-27,MGR-BU-04-10,Toronto
EMP-0186,BU-04,Micah Adams,L2,2020-07-26,2025-02-17,MGR-BU-04-11,Sydney
EMP-0187,BU-04,Noel Adams,L1,2021-08-12,,MGR-BU-04-09,London
EMP-0188,BU-04,Parker Adams,L1,2022-04-30,2024-10-19,MGR-BU-04-11,London
EMP-0189,BU-04,Robin Adams,L3,2019-04-20,2024-11-16,MGR-BU-04-17,Tokyo
EMP-0190,BU-04,Sam Adams,L4,2020-07-08,,MGR-BU-04-06,Toronto
EMP-0191,BU-04,Tatum Adams,L4,2023-01-31,2023-08-16,MGR-BU-04-03,Sydney
EMP-0192,BU-04,Uma Adams,L4,2019-05-24,2024-04-22,MGR-BU-04-09,Chicago
EMP-0193,BU-04,Val Adams,L2,2019-05-19,2024-11-11,MGR-BU-04-11,Dublin
EMP-0194,BU-04,Wren Adams,L1,2022-06-11,2024-04-28,MGR-BU-04-20,Frankfurt
EMP-0195,BU-04,Xander Adams,L2,2022-07-18,,MGR-BU-04-08,Tokyo
EMP-0196,BU-04,Yael Adams,L2,2020-02-17,2024-01-20,MGR-BU-04-14,Tokyo
EMP-0197,BU-04,Zara Adams,L4,2022-07-27,,MGR-BU-04-02,Sydney
EMP-0198,BU-04,Ash Adams,L1,2021-05-18,2024-04-22,MGR-BU-04-08,Chicago
EMP-0199,BU-04,Bay Adams,L5,2019-01-04,,MGR-BU-04-11,Sydney
EMP-0200,BU-04,Cedar Adams,L2,2022-09-21,2025-03-06,MGR-BU-04-07,Frankfurt
EMP-0201,BU-04,Devon Nelson,L1,2022-03-22,2024-11-05,MGR-BU-04-14,Toronto
EMP-0202,BU-04,Alex Nelson,L5,2020-11-03,2024-10-12,MGR-BU-04-05,Frankfurt
EMP-0203,BU-04,Jordan Nelson,L3,2022-02-12,2024-10-22,MGR-BU-04-12,London
EMP-0204,BU-04,Morgan Nelson,L4,2020-10-13,2024-08-30,MGR-BU-04-03,London
EMP-0205,BU-04,Taylor Nelson,L4,2022-11-04,2023-08-24,MGR-BU-04-10,Sydney
EMP-0206,BU-04,Casey Nelson,L3,2022-05-11,,MGR-BU-04-11,Tokyo
EMP-0207,BU-04,Riley Nelson,L4,2022-02-20,2024-10-28,MGR-BU-04-02,Sydney
EMP-0208,BU-04,Avery Nelson,L1,2022-04-02,2025-03-02,MGR-BU-04-02,New York
EMP-0209,BU-04,Quinn Nelson,L2,2021-09-10,2024-12-12,MGR-BU-04-13,Toronto
EMP-0210,BU-04,Skylar Nelson,L3,2020-12-31,2024-10-14,MGR-BU-04-15,Sydney
EMP-0211,BU-04,Peyton Nelson,L2,2022-10-01,2024-05-22,MGR-BU-04-02,Tokyo
EMP-0212,BU-04,Drew Nelson,L2,2020-02-18,2025-03-02,MGR-BU-04-12,Amsterdam
EMP-0213,BU-04,Reese Nelson,L3,2019-03-09,2025-02-25,MGR-BU-04-08,New York
EMP-0214,BU-04,Blake Nelson,L3,2023-07-17,2024-05-13,MGR-BU-04-15,Chicago
EMP-0215,BU-04,Cameron Nelson,L2,2023-03-17,2025-01-15,MGR-BU-04-07,Sydney
EMP-0216,BU-04,Logan Nelson,L1,2022-05-26,2023-10-24,MGR-BU-04-20,Tokyo
EMP-0217,BU-04,Harper Nelson,L1,2019-05-22,2024-11-23,MGR-BU-04-15,Sydney
EMP-0218,BU-04,Emerson Nelson,L3,2021-11-30,2023-08-15,MGR-BU-04-01,Tokyo
EMP-0219,BU-04,Finley Nelson,L5,2020-12-08,2025-03-29,MGR-BU-04-09,London
EMP-0220,BU-04,Rowan Nelson,L5,2021-05-05,2024-05-16,MGR-BU-04-08,Singapore
EMP-0221,BU-04,Sasha Nelson,L2,2019-08-04,,MGR-BU-04-01,Toronto
